company_permalink,company_name,company_category_list,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,price_amount,price_currency_code
/organization/csrwire,CSRwire,Clean Energy|Clean Technology|Employment|Environmental Innovation|Health and Wellness|Humanitarian|Sustainability,USA,MA,Springfield,Springfield,/organization/3bl-media,3BL Media,Business Services|Digital Media|Green|News|Public Relations|Sustainability,USA,MA,MA - Other,Northampton,2014-09-08,2014-09,,USD
/organization/css-creme,CSS Creme,Curated Web,,,,,/organization/well-established-web-design,Well Established Web Design,Curated Web,,,,,2009-02-17,2009-02,,USD
/organization/ct-labs,CT Labs,,USA,CA,Sacramento,Rocklin,/organization/empirix,Empirix,Analytics|Networking|Service Providers|Software,USA,MA,Boston,Bedford,2005-01-13,2005-01,,USD
/organization/ctc-cable,CTC Cable,,USA,CA,Anaheim,Irvine,/organization/ru-com,RU-COM,,,,,,2011-08-18,2011-08,,USD
/organization/cte-industries,CTE Industries,,CAN,AB,Edmonton,Edmonton,/organization/antelope-oil-tool-manufacturing-co,Antelope Oil Tool & Manufacturing Co.,,USA,TX,TX - Other,Mineral Wells,2014-04-03,2014-04,,USD
/organization/cti-group-inc,CTI Group Inc,,USA,DC,"Washington, D.C.",Washington,/organization/aet-holdings,AET Holdings Corp,Business Services|Enterprise Application|Enterprise Software|Information Technology|Innovation Management|Professional Services,USA,DC,"Washington, D.C.",Washington,2014-04-08,2014-04,5000000,USD
/organization/cti-molecular-imaging,CTI Molecular Imaging,Biotechnology,USA,TN,Knoxville,Knoxville,/organization/siemens,Siemens,Consumer Electronics|Electrical Distribution|Energy Efficiency|Health Care|Semiconductors,DEU,2,Munich,Munich,2005-03-18,2005-03,1000000000,USD
/organization/ctpartners-executive-search,CTPartners Executive Search,Industrial|Professional Services|Recruiting|Staffing Firms,,,,,/organization/dhr-international,DHR International,Human Resources|Recruiting|Staffing Firms,USA,IL,Chicago,Chicago,2015-05-20,2015-05,,USD
/organization/ctr-s-r-l,CTR s.r.l,Automotive|Recycling,ITA,5,Parma,Parma,/organization/denso,Denso,Automotive|Technology,JPN,,,,2010-06-01,2010-06,,USD
/organization/cts-electronics,CTS Electronics,,,,,,/organization/arca-2,ARCA,FinTech,USA,NC,Raleigh,Mebane,2014-12-19,2014-12,,USD
/organization/cu-chemie-uetikon,Cu Chemie Uetikon,,DEU,1,DEU - Other,Lahr,/organization/novacap-2,Novacap,,,,,,2015-05-11,2015-05,,USD
/organization/cube-optics,Cube Optics,Public Relations|Transportation,DEU,8,Frankfurt,Mainz,/organization/huber-suhner,HUBER+SUHNER,Hardware + Software,,,,,2014-10-31,2014-10,,USD
/organization/cubetree,CubeTree,Collaboration|Enterprise Software|Networking|Web Tools,USA,CA,SF Bay Area,Redwood City,/organization/successfactors,SuccessFactors,Career Management|Enterprises|Enterprise Software|SaaS,USA,CA,SF Bay Area,South San Francisco,2010-05-03,2010-05,50000000,USD
/organization/cubics,Cubics,Curated Web,USA,MO,Kansas City,Kansas City,/organization/adknowledge,Adknowledge,Advertising|Apps|Content Discovery|Facebook Applications|Mobile|Mobile Games|Sales and Marketing|Social Media|Twitter Applications|Video,USA,MO,Kansas City,Kansas City,2007-12-06,2007-12,,USD
/organization/cubist-pharmaceuticals,Cubist Pharmaceuticals,Biotechnology,USA,MA,Boston,Lexington,/organization/merck-co-inc,Merck & Co.,Biotechnology|Health and Wellness|Pharmaceuticals,USA,NJ,NJ - Other,Whitehouse Station,2014-12-08,2014-12,8400000000,USD
/organization/cubocc,Cubocc,Advertising,BRA,2,Sao Paulo,São Paulo,/organization/interpublic-group,Interpublic Group,Advertising,USA,NY,New York City,New York,2010-03-25,2010-03,,USD
/organization/cucumbertown,Cucumbertown,Blogging Platforms|Cooking|Publishing|Recipes|Social Media|Social Network Media,USA,CA,SF Bay Area,Mountain View,/organization/cookpad,COOKPAD,Cooking|Curated Web|Recipes,JPN,40,Tokyo,Tokyo,2015-06-15,2015-06,,USD
/organization/cue,Cue,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/apple,Apple,Computers|Consumer Electronics|Electronics|Hardware + Software|Retail,USA,CA,SF Bay Area,Cupertino,2013-10-04,2013-10,50000000,USD
/organization/cull-tv,Cull TV,Games|Music|Video,USA,CA,SF Bay Area,San Francisco,/organization/mox-tv,MOX TV,Games|Music|Video,USA,CA,SF Bay Area,San Francisco,2012-09-24,2012-09,,USD
/organization/cull-tv,Cull TV,Games|Music|Video,USA,CA,SF Bay Area,San Francisco,/organization/twitvid,Telly,Mobile|Photography,USA,CA,SF Bay Area,San Francisco,2012-05-16,2012-05,,USD
/organization/culligan-international,Culligan International,,USA,IL,Springfield,Rosamond,/organization/centerbridge-partners,Centerbridge Partners,,USA,NY,New York City,New York,2012-06-05,2012-06,,USD
/organization/cultiva,Cultiva,Agriculture,USA,VT,VT - Other,Swanton,/organization/novariant,Novariant,Gps|Industrial|Mechanical Solutions|Technology,USA,CA,SF Bay Area,Fremont,2005-08-26,2005-08,,USD
/organization/culture22,Culture22,,,,,,/organization/bxb-online,bXb Online,Content Delivery|Creative,USA,IL,Chicago,Chicago,2013-07-01,2013-07,,USD
/organization/cumulate-labs,Cumulate Labs,,USA,IL,Chicago,Chicago,/organization/autodesk,Autodesk,Software,USA,CA,SF Bay Area,San Rafael,2007-08-01,2007-08,,USD
/organization/cumulux,Cumulux,Cloud Computing|Cloud Management|Enterprise Software|PaaS,USA,WA,Seattle,Bellevue,/organization/aditi,Aditi Technologies,Analytics|Business Development|Monetization,IND,19,Bangalore,Bangalore,2011-11-11,2011-11,,USD
/organization/cuponica,Cupónica,Coupons|Discounts|E-Commerce,ARG,7,Buenos Aires,Buenos Aires,/organization/recarga-com,RecargaPay,Curated Web|E-Commerce|Internet|Technology,ARG,7,Buenos Aires,Buenos Aires,2011-07-01,2011-07,,USD
/organization/cupr-hill,Cupr Hill,,,,,,/organization/crowdchess,CrowdChess,Games,,,,,2008-07-01,2008-07,21000,USD
/organization/cura-risk-management-software,Cura Risk Management Software,Software,,,,,/organization/softpro-systems,Softpro Systems,Enterprise Software,,,,,2009-06-15,2009-06,19000000,USD
/organization/curative-medical,Curative Medical,,,,,,/organization/resmed,ResMed,Biotechnology|Health Care|Manufacturing|Medical Devices,USA,CA,San Diego,San Diego,2015-10-08,2015-10,,USD
/organization/curbed,Curbed Network,Advertising,USA,NY,New York City,New York,/organization/vox-media,Vox Media,Advertising Platforms|Digital Media|News|Sports|Technology,USA,DC,"Washington, D.C.",Washington,2013-11-10,2013-11,30000000,USD
/organization/curby,Curby,Apps,,,,,/organization/curbstand,CurbStand,Automotive|Mobile|Mobile Payments|Parking|Public Transportation|Transportation|Travel,USA,CA,Los Angeles,Los Angeles,2015-02-10,2015-02,,USD
/organization/curby,Curby,Apps,,,,,/organization/sparkitthere,SPark!,Apps|iPhone|Mobile,USA,CA,Los Angeles,Los Angeles,2013-12-01,2013-12,,USD
/organization/curetogether,CureTogether,Crowdsourcing|Curated Web|Health and Wellness|Health Care|Health Care Information Technology|Open Source|Tracking,USA,CA,SF Bay Area,Mountain View,/organization/23andme,23andMe,Biotechnology|Search,USA,CA,SF Bay Area,Mountain View,2012-07-10,2012-07,,USD
/organization/curo-health-services,Curo Health Services,,,,,,/organization/thomas-h-lee-partners,Thomas H. Lee Partners,Business Development|Impact Investing|Investment Management,USA,MA,Boston,Boston,2014-12-12,2014-12,,USD
/organization/currencies-direct,Currencies Direct,,,,,,/organization/palamon-capital-partners,Palamon Capital Partners,,GBR,H9,London,London,2015-08-11,2015-08,200000000,GBP
/organization/current,CURRENT,Software,USA,MD,"Washington, D.C.",Germantown,/organization/ormazabal,Ormazabal,Electronics|Renewable Energies|Smart Grid,ESP,59,Zamudio,Zamudio,2013-03-08,2013-03,,USD
/organization/current-analysis,Current Analysis,Analytics|Business Intelligence,USA,VA,"Washington, D.C.",Sterling,/organization/progressive-digital-media,Progressive Digital Media,Business Information Systems|Digital Media|Media,GBR,H9,London,London,2014-07-08,2014-07,19600000,USD
/organization/current-communications-group,Current Communications Group,Software,USA,MD,"Washington, D.C.",Germantown,/organization/ormazabal,Ormazabal,Electronics|Renewable Energies|Smart Grid,ESP,59,Zamudio,Zamudio,2013-03-07,2013-03,,USD
/organization/curvenorth,CurveNorth,Software,USA,CA,CA - Other,Silverado,/organization/ovologic,Ovologic,Software,CAN,QC,Quebec City,Quebec,2012-10-10,2012-10,,USD
/organization/curverider,Curverider,Open Source|Social Network Media|Software,GBR,H9,London,London,/organization/thematic-networks,Thematic Networks,Education|Finance|Publishing|Software,,,,,2010-12-07,2010-12,,USD
/organization/cushman-wakefield,Cushman & Wakefield,Industrial|Legal|Real Estate,USA,NY,New York City,New York,/organization/dtz,DTZ,Land Developers|Property Management,USA,IL,Chicago,Chicago,2015-05-11,2015-05,2000000000,USD
/organization/custom-credit-systems,Custom Credit Systems,Financial Services|FinTech,USA,TX,Dallas,Richardson,/organization/misys-plc,Misys PLC,Banking|Finance Technology|Financial Services|FinTech|Trading,GBR,H9,London,London,2014-08-08,2014-08,,USD
/organization/custom-design-systems,Custom Design Systems,Enterprise Software,USA,CA,Los Angeles,Palmdale,/organization/motionsoft,Motionsoft,Software,USA,MD,"Washington, D.C.",Rockville,2008-10-10,2008-10,,USD
/organization/custom-window-systems,Custom Window Systems,,USA,FL,Gainesville,Ocala,/organization/nautic-partners,Nautic Partners,,USA,RI,Providence,Providence,2014-07-31,2014-07,,USD
/organization/customer-feedback-solutions,Customer Feedback Solutions,,,,,,/organization/centercode,Centercode,Market Research|Reviews and Recommendations|Software,USA,CA,Los Angeles,Laguna Hills,2011-06-01,2011-06,,USD
/organization/customer-management-center,Customer Management Center,,,,,,/organization/mid-europa-partners,Mid Europa Partners,Anything Capital Intensive|Venture Capital,,,,,2015-11-22,2015-11,,USD
/organization/customer-service-1844-247-1987-hp-printer-customer-service-phone-number-tech-support-phone-number,customer service 1844 247 1987 Hp Printer customer service phone number-- Tech support phone number,,,,,,/organization/customer-service-number-1844-247-1987-dell-printer-phone-number-tech-support-phone-number,customer service number 1844 247 1987 Dell printer phone number-- tech support phone number,,,,,,1989-04-28,1989-04,0,INR
/organization/customerhub,CustomerHub,,,,,,/organization/infusionsoft,Infusionsoft,CRM|Email Marketing|Internet Marketing|Marketing Automation|Small and Medium Businesses|Software,USA,AZ,Phoenix,Chandler,2011-11-01,2011-11,,USD
/organization/customersat,CustomerSat,Advertising|Analytics|Loyalty Programs|Reviews and Recommendations,USA,CA,SF Bay Area,Mountain View,/organization/markettools,MarketTools,Software,USA,CA,SF Bay Area,San Francisco,2008-04-01,2008-04,,USD
/organization/customflix,CustomFlix,Entertainment,USA,SC,"Charleston, South Carolina",North Charleston,/organization/amazon,Amazon,Consumer Goods|Crowdsourcing|Delivery|E-Commerce|Groceries|Internet|Retail|Software,USA,WA,Seattle,Seattle,2005-07-08,2005-07,,USD
/organization/cut-technologies,Cut Technologies,,USA,WA,Seattle,Bellingham,/organization/burton-saw,Burton Saw,,USA,OR,Eugene,Eugene,2015-09-03,2015-09,,USD
/organization/cuthrell-com,cuthrell.com,Consulting,USA,NC,Raleigh,Morrisville,/organization/vce,VCE,Enterprise Software|Information Services|Information Technology|Infrastructure|Networking,USA,TX,Dallas,Richardson,2010-10-18,2010-10,,USD
/organization/cuts,Cuts,Curated Web,USA,CA,San Diego,San Diego,/organization/rifftrax,RiffTrax,Games,USA,CA,San Diego,San Diego,2007-06-01,2007-06,,USD
/organization/cutthroat-communications,Cutthroat Communications,Public Relations,USA,MT,Bozeman,Bozeman,/organization/blackfoot,Blackfoot,Web Hosting,USA,MT,Missoula,Missoula,2012-10-31,2012-10,,USD
/organization/cvc-capital-partners,CVC Capital Partners,,GBR,H9,London,London,/organization/new-pathway-education,New Pathway Education,Education,CHN,23,Shanghai,Shanghai,2014-11-10,2014-11,,USD
/organization/cvg,CVG,,USA,VA,"Washington, D.C.",Chantilly,/organization/integral-systems,Integral Systems,Databases|Services|Technology,USA,MD,Baltimore,Columbia,2010-03-05,2010-03,,USD
/organization/cvtips,CVTips,Curated Web,,,,,/organization/internet-brands,Internet Brands,Curated Web|Internet,USA,CA,Los Angeles,El Segundo,2009-02-24,2009-02,,USD
/organization/cwi-group,CWI Group,Finance|Insurance|Mobile,FRA,B8,Aix-en-provence,Aix-en-provence,/organization/assurant,Assurant,Customer Service|Finance|Sales and Marketing,USA,NY,New York City,New York,2014-10-28,2014-10,71000000,USD
/organization/cxr-biosciences,CXR Biosciences,Biotechnology,GBR,G5,Snodland,Snodland,/organization/concept-life-sciences,Concept Life Sciences,Pharmaceuticals,GBR,I2,Manchester,Manchester,2015-08-18,2015-08,,USD
/organization/cya-technologies,CYA Technologies,Enterprise Software,USA,CT,Hartford,Shelton,/organization/enchoice,enChoice,,,,,,2008-11-05,2008-11,,USD
/organization/cyactive,CyActive,Security|Software,ISR,1,ISR - Other,Be'er Sheva,/organization/paypal,PayPal,E-Commerce|Finance|FinTech|Mobile Payments|P2P Money Transfer|Payments,USA,CA,SF Bay Area,San Jose,2015-03-05,2015-03,60000000,USD
/organization/cyan,Cyan,Software|Telecommunications,USA,CA,Napa Valley,Petaluma,/organization/ciena,Ciena,B2B Express Delivery|Services|Telecommunications,USA,MD,Baltimore,Linthicum Heights,2015-05-04,2015-05,400000000,USD
/organization/cyanea-systems,Cyanea Systems,Software,USA,CA,SF Bay Area,Oakland,/organization/ibm,IBM (International Business Machines),Information Services|Information Technology|Software,USA,NY,New York City,Armonk,2004-07-29,2004-07,,USD
/organization/cyber-communications,Cyber Communications,Advertising|Digital Media|Media,JPN,40,Tokyo,Tokyo,/organization/dentsu,Dentsu,Advertising|Business Services|Public Relations,JPN,40,Tokyo,Tokyo,2009-01-30,2009-01,134000000,USD
/organization/cyber-ventures,Cyber Ventures,,USA,FL,Tampa,Tampa,/organization/autobytel-com-inc,Autobytel.com,Software,USA,CA,Anaheim,Irvine,2010-09-17,2010-09,,USD
/organization/cyberaction,CyberAction,,,,,,/organization/media-exchange-group,Media Exchange Group,,USA,CA,SF Bay Area,Los Gatos,2011-02-28,2011-02,,USD
/organization/cybercoders,CyberCoders,Recruiting|Search|Technology,USA,CA,Anaheim,Irvine,/organization/on-assignment,On Assignment,Consulting,USA,CA,Los Angeles,Calabasas,2013-12-03,2013-12,105000000,USD
/organization/cybercom-group-uk,Cybercom Group UK,E-Commerce,GBR,H9,London,London,/organization/digital-marketing-group,Jaywing,Advertising,GBR,K2,,,2008-10-03,2008-10,10640000,USD
/organization/cybercore-technologies,CyberCore Technologies,,USA,MD,Baltimore,Elkridge,/organization/moelis-capital-partners,Moelis Capital Partners,,USA,NY,New York City,New York,2011-01-01,2011-01,,USD
/organization/cybergold,Cybergold,Internet Marketing|Loyalty Programs|Payments,USA,CA,SF Bay Area,Oakland,/organization/mypoints-inc,"MyPoints, Inc.",Internet Marketing,USA,CA,SF Bay Area,San Francisco,2000-04-17,2000-04,157000000,USD
/organization/cyberport,Cyberport Digital Outfitters,Technology,DEU,13,Dresden,Dresden,/organization/hubert-burda-media,Hubert Burda Media,Media,DEU,2,Munich,Munich,2006-09-01,2006-09,,USD
/organization/cyberrentals,CyberRentals,Curated Web,USA,TX,Austin,Austin,/organization/homeaway,HomeAway,Advertising|Services|Technology|Travel|Vacation Rentals,USA,TX,Austin,Austin,2005-02-01,2005-02,,USD
/organization/cybershift,CyberShift,Cyber|SaaS|Task Management,USA,NJ,Newark,Parsippany,/organization/sumtotal-systems,SumTotal Systems,Enterprise Software|Human Resources|Small and Medium Businesses,USA,FL,Gainesville,Gainesville,2011-07-07,2011-07,,USD
/organization/cybersource,Cybersource,Enterprise Software,USA,CA,SF Bay Area,San Francisco,/organization/visa,Visa,Business Services,USA,CA,SF Bay Area,San Francisco,2010-04-21,2010-04,2000000000,USD
/organization/cyberspace-communcation,Cyberspace Communcation,Enterprise Software,USA,OK,Oklahoma City,Edmond,/organization/quinstreet,QuinStreet,Advertising|Business Services,USA,CA,SF Bay Area,Foster City,2008-04-01,2008-04,27500000,USD
/organization/cybertech-international,CyberTech International,Cyber|Infrastructure|Mobile Software Tools,NLD,7,Amsterdam,Amsterdam,/organization/nice-systems,NICE Systems,Enterprise Software,ISR,2,Tel Aviv,Ra'anana,2011-02-15,2011-02,60000000,USD
/organization/cyberworks-robotics,Cyberworks Robotics,,,,,,/organization/great-rock-development,Great Rock Development,Services,CAN,ON,Toronto,Toronto,2015-09-24,2015-09,,USD
/organization/cybrant,Cybrant,,USA,CA,SF Bay Area,Mountain View,/organization/blue-martini-software,Blue Martini Software,E-Commerce|Manufacturing|Professional Services|Software,USA,GA,Atlanta,Alpharetta,2002-04-16,2002-04,,USD
/organization/cycle-gear,Cycle Gear,Automotive|Consumer Goods|E-Commerce|Online Shopping,USA,CA,SF Bay Area,Benicia,/organization/j-w-childs-associates-l-p,J.W. Childs Associates,,USA,MA,Boston,Waltham,2015-01-09,2015-01,,USD
/organization/cyclelogic,Cyclelogic,,,,,,/organization/movile-latin-america,Movile,Apps|Mobile|Mobile Commerce|Telecommunications,BRA,2,Sao Paulo,São Paulo,2010-09-01,2010-09,,USD
/organization/cycleo,Cycleo,Mobile,,,,,/organization/semtech,Semtech,Semiconductors,USA,CA,Santa Barbara,Camarillo,2012-03-07,2012-03,,USD
/organization/cyclesport-north,Cyclesport North,,,,,,/organization/true-capital-partners,True Capital Partners,,GBR,H9,London,London,2015-11-22,2015-11,,USD
/organization/cyclis-pharmaceuticals,Cyclis Pharmaceuticals,,USA,MA,Boston,Norwood,/organization/arqule,ArQule,Biotechnology,USA,MA,Boston,Woburn,2003-07-18,2003-07,25000000,USD
/organization/cydesign-labs,CyDesign Labs,Enterprise Software|Simulation,USA,CA,SF Bay Area,Palo Alto,/organization/esi-group,ESI-Group,,,,,,2013-01-01,2013-01,,USD
/organization/cydex-pharmaceuticals,CyDex Pharmaceuticals,Biotechnology,CHN,,,,/organization/ligand-pharmaceuticals,Ligand Pharmaceuticals,Biotechnology,USA,CA,San Diego,San Diego,2011-01-27,2011-01,31200000,USD
/organization/cyence-international,Cyence International,Software,USA,AL,Birmingham,Birmingham,/organization/filogix-limited-partnership,Filogix Limited Partnership,Software,CAN,ON,Toronto,Toronto,2008-12-11,2008-12,31080000,USD
/organization/cygnet-health-care,Cygnet Health Care,Health Care,GBR,N7,,,/organization/universal-health-services,Universal Health Services,Hospitals,USA,PA,Philadelphia,King Of Prussia,2014-09-26,2014-09,335000000,USD
/organization/cylex-systems,CyLex Systems,Software,USA,FL,Palm Beaches,Boca Raton,/organization/ricoh,Ricoh Company,Information Technology|Services|Technology,,,,,2003-06-17,2003-06,,USD
/organization/cylink-corporation,Cylink Corporation,,,,,,/organization/safenet,SafeNet,Security,USA,MD,Baltimore,Belcamp,2002-10-30,2002-10,,USD
/organization/cymer,Cymer,Manufacturing|Market Research|Semiconductors,USA,CA,San Diego,San Diego,/organization/asml,ASML,Semiconductors,NLD,6,NLD - Other,Veldhoven,2012-10-17,2012-10,1950000000,EUR
/organization/cymetrix,Cymetrix,Financial Services|Outsourcing|Recycling,USA,CA,Anaheim,Irvine,/organization/navigant-consulting,Navigant Consulting,Accounting|Consulting|Finance|Risk Management,USA,IL,Chicago,Chicago,2014-05-14,2014-05,,USD
/organization/cymfony,Cymfony,Analytics|Media|Social Media,USA,MA,Boston,Boston,/organization/visibletechnologies,Visible Technologies,Analytics|Brand Marketing|Social Media|Social Media Monitoring,USA,WA,Seattle,Bellevue,2012-04-09,2012-04,,USD
/organization/cymphonix,Cymphonix,Web Hosting,USA,UT,Salt Lake City,Salt Lake City,/organization/untangle,Untangle,Brand Marketing|Media|Promotional|Public Relations|Social Media|Software,USA,CA,SF Bay Area,Sunnyvale,2013-10-01,2013-10,,USD
/organization/cynergymc-llc,"cynergyMC, LLC",,,,,,/organization/atm-digital-branding,ATM Digital Branding,Brand Marketing,,,,,2015-03-20,2015-03,,USD
/organization/cyoptics,CyOptics,Semiconductors,USA,PA,PA - Other,Breinigsville,/organization/avago-technologies,Avago Technologies,Semiconductors,SGP,,Singapore,Singapore,2013-04-11,2013-04,,USD
/organization/cyota,Cyota,Security,USA,NY,New York City,New York,/organization/rsa-security,RSA Security,Security,USA,MA,Boston,Bedford,2005-12-05,2005-12,145000000,USD
/organization/cypher-genomics,Cypher Genomics,Biotechnology|Health Care|Medical,USA,CA,San Diego,La Jolla,/organization/human-longevity,Human Longevity,Health and Wellness|Health Diagnostics,USA,CA,San Diego,San Diego,2015-11-30,2015-11,,USD
/organization/cypher-genomics,Cypher Genomics,Biotechnology|Health Care|Medical,USA,CA,San Diego,La Jolla,/organization/human-longevity,Human Longevity,Health and Wellness|Health Diagnostics,USA,CA,San Diego,San Diego,2015-11-30,2015-11,,USD
/organization/cypoint-group,Cypoint Group,,SWE,26,Stockholm,Stockholm,/organization/placeblogger,PlaceBlogger,Curated Web,,,,,2010-08-16,2010-08,,USD
/organization/cypress-communications,Cypress Communications,Public Relations|Telecommunications|Telephony|Unifed Communications|VoIP,USA,GA,Atlanta,Atlanta,/organization/broadvox,Broadvox,,USA,OH,Cleveland,Cleveland,2010-10-17,2010-10,,USD
/organization/cypress-semiconductor,Cypress Semiconductor,Semiconductors,USA,CA,SF Bay Area,San Jose,/organization/on-semiconductor,ON Semiconductor,Semiconductors,USA,AZ,Phoenix,Phoenix,2011-01-31,2011-01,31400000,USD
/organization/cypress-software-systems,Cypress Software Systems,Software,USA,TX,Dallas,North Richland Hills,/organization/crif,CRiF,Software,ITA,5,Bologna,Bologna,2011-05-03,2011-05,,USD
/organization/cyrano-sciences,Cyrano Sciences,Biotechnology|Chemicals|Sensors,USA,CA,Los Angeles,Pasadena,/organization/smiths-detection,Smiths Detection,Hardware + Software,GBR,H9,London,London,2004-03-10,2004-03,,USD
/organization/cyrus-technologies,Cyrus Technologies,,USA,FL,Ft. Lauderdale,Fort Lauderdale,/organization/prenova,Prenova,Clean Technology,USA,GA,Atlanta,Atlanta,2011-01-13,2011-01,,USD
/organization/cyrusone,CyrusOne,Web Hosting,USA,TX,Houston,Houston,/organization/abry-partners,ABRY Partners,,USA,MA,Boston,Boston,2007-07-11,2007-07,,USD
/organization/cyrusone,CyrusOne,Web Hosting,USA,TX,Houston,Houston,/organization/cincinnati-bell-technology-solutions,Cincinnati Bell Technology Solutions,,USA,OH,Cincinnati,Cincinnati,2010-05-12,2010-05,525000000,USD
/organization/cyrve,Cyrve,,,,,,/organization/acquia,Acquia,Content|Enterprise Software|Social Media|Software|Web CMS,USA,MA,Boston,Burlington,2011-08-16,2011-08,,USD
/organization/cytec-industries,Cytec Industries,Chemicals|Manufacturing|Specialty Retail,USA,NJ,Newark,Little Falls,/organization/solvay,Solvay,Chemicals|Specialty Chemicals,BEL,11,Brussels,Brussels,2015-07-29,2015-07,,USD
/organization/cytiva-software,Cytiva Software,Information Technology|Recruiting|Services|Software,USA,CA,SF Bay Area,Emeryville,/organization/taleo,Taleo,Career Management|Recruiting|Software|Video on Demand,USA,CA,SF Bay Area,Dublin,2011-02-01,2011-02,11000000,USD
/organization/cytochroma,Cytochroma,Biotechnology,USA,IL,Chicago,Deerfield,/organization/opko-health,OPKO Health,Biotechnology|Health Diagnostics,USA,FL,Miami,Miami,2013-01-08,2013-01,,USD
/organization/cytogen-corporation,Cytogen Corporation,Biotechnology|Medical,,,,,/organization/eusa-pharma,EUSA Pharma,Biotechnology,GBR,K2,London,Oxford,2008-05-09,2008-05,,USD
/organization/cytopeia,Cytopeia,Biotechnology,USA,WA,Seattle,Seattle,/organization/becton-dickinson,Becton Dickinson,Biotechnology,USA,NJ,Newark,Franklin Lakes,2008-05-12,2008-05,,USD
/organization/cytopia,Cytopia,Biotechnology,NOR,2,,,/organization/ym-biosciences,YM BioSciences,Biotechnology,CAN,ON,Toronto,Toronto,2009-10-06,2009-10,,USD
/organization/cytosolv,CytoSolv,Biotechnology,USA,RI,Providence,Tiverton,/organization/semma-therapeutics,Semma Therapeutics,Biotechnology|Healthcare Services|Medical,USA,MA,Boston,Cambridge,2015-11-16,2015-11,,USD
/organization/cytosport,CytoSport,Consumer Goods|Nutrition|Sporting Goods,USA,CA,SF Bay Area,Benicia,/organization/hormel-foods,Hormel Foods,Consumer Goods|Food Processing|Manufacturing,USA,MN,"Rochester, Minnesota",Austin,2014-07-01,2014-07,450000000,USD
/organization/cytovance-biologics,Cytovance Biologics,Biotechnology,USA,OK,Oklahoma City,Oklahoma City,/organization/hepalink,Hepalink,Biotechnology,CHN,30,Shenzhen,Shenzhen,2015-08-24,2015-08,205680000,USD
/organization/cytyc,Cytyc,Biotechnology,USA,MA,Boston,Marlborough,/organization/hologic,Hologic,Biotechnology|Health Diagnostics,USA,MA,Boston,Bedford,2007-10-22,2007-10,6200000000,USD
/organization/cyveillance,Cyveillance,Security,USA,VA,"Washington, D.C.",Fairfax,/organization/qinetiq,QinetiQ,Aerospace|Cyber Security|Defense|Space Travel,USA,VA,"Washington, D.C.",Arlington,2009-05-06,2009-05,80000000,USD
/organization/cyvek,CyVek,Biotechnology|Clinical Trials|Life Sciences,USA,CT,Hartford,Wallingford,/organization/techne-corporation,Bio-Techne,Biotechnology|Manufacturing|Medical Devices,USA,MN,Minneapolis,Minneapolis,2014-11-04,2014-11,195000000,USD
/organization/cyvera,Cyvera,Information Security|Security,ISR,5,Tel Aviv,Tel Aviv,/organization/palo-alto-networks,Palo Alto Networks,Communications Hardware|Computers|Network Security|Security,USA,CA,SF Bay Area,Santa Clara,2014-03-24,2014-03,200000000,USD
/organization/cyworld,Cyworld,Curated Web,KOR,11,Seoul,Seoul,/organization/sktelecom,SK Telecom,Telecommunications,KOR,11,Seoul,Seoul,2003-08-05,2003-08,7140000,USD
/organization/d-b-becker-co,D.B. Becker Co.,,USA,NJ,Newark,Clinton,/organization/maroon-group,Maroon Group,Chemicals,USA,OH,Cleveland,Avon,2015-08-04,2015-08,,USD
/organization/d-b-company,Dun & Bradstreet Credibility Corporation,B2B|Big Data|Business Services|Credit|Finance|Financial Services,USA,CA,Los Angeles,Malibu,/organization/dun-and-bradstreet-corporation,Dun & Bradstreet,B2B|Business Services|Services|Supply Chain Management,USA,NJ,Newark,Short Hills,2015-04-28,2015-04,350000000,USD
/organization/d-h-brown-associates,D.H. Brown Associates,Hardware + Software,,,,,/organization/ideas-international,IDEAS International,Storage,,,,,2004-02-11,2004-02,,USD
/organization/d-n-security-services,D.N. Security Services,Security,USA,CA,SF Bay Area,San Francisco,/organization/universal-protection-service,Universal Protection Service,Security,USA,CA,"Orange County, California",Santa Ana,2009-12-11,2009-12,,USD
/organization/d2audio,D2Audio,Audio|Consumer Electronics|Semiconductors,,,,,/organization/intersil,Intersil,Semiconductors,USA,CA,SF Bay Area,Milpitas,2008-07-28,2008-07,,USD
/organization/d5x,D5X,Infrastructure|Real Estate|Smart Building,FRA,A8,FRA - Other,Antony,/organization/schneider-electric,Schneider Electric,Electronics|Energy Management|Enterprise Software,FRA,A8,Rueil-malmaison,Rueil-malmaison,2010-12-13,2010-12,,USD
/organization/dabbledb,Dabble DB,Curated Web,CAN,BC,Vancouver,Vancouver,/organization/twitter,Twitter,Information Services|Messaging|MicroBlogging|Service Providers|SMS|Software,USA,CA,SF Bay Area,San Francisco,2010-06-10,2010-06,,USD
/organization/dabee,Dabee,Market Research|Product Development Services|Product Search,USA,CA,SF Bay Area,Sunnyvale,/organization/mercadolibre,MercadoLibre,Business Services|E-Commerce,ARG,7,Buenos Aires,Buenos Aires,2015-09-01,2015-09,,USD
/organization/dabo-co,DABO & CO,,,,,,/organization/edelman,Edelman Digital,Public Relations,USA,NY,New York City,New York,2015-09-14,2015-09,,USD
